product_information,product_id
"ProduktbeschreibungArtikelnummer 853347Frisch für dich aus unserer Servicetheke. 
 
Zutaten: Schweinefleisch, Nitritpökelsalz (Kochsalz), Konservierungsstoff: Natriumnitrit, Glukosesirup, Stabilisator (Diphosphat), Antioxidationsmittel (Natriumascorbat), Gewürzextrakte, Aroma, Verdickungsmittel: modifizierte Stärke, Guarkernmehl, Xanthan, 1% LAKTOSEFREIE BUTTER. Zutaten & AllergeneZutaten: Schweinefleisch*, Nitritpökelsalz (Kochsalz, Konservierungsstoff Natriumnitrit), Glukosesirup, Stabilisator (Diphosphat), Antioxidationsmittel (Natriumascorbat), Gewürzextrakte, Aroma, laktosefreie Butter 1%.Allergenhinweise: Milch in der Butter, jedoch laktosefreiEnthält: Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie511 kJEnergie122 kcalFett4,3 gFett, davon gesättigte Fettsäuren1,5 gKohlenhydrate0,6 gKohlenhydrate, davon Zucker0,3 gEiweiß20,1 gSalz2 gArtikeldetailsMarke: LangewiescheUrsprungsland: DeutschlandKontaktKontaktname: Langewiesche Fleischwaren GmbHKontaktadresse: Oberer Kohlenweg 10-12 D-59425 UnnaMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",853347
"ProduktbeschreibungArtikelnummer 2201429Red Bull Energy Drink 
 
 RED BULL VERLEIHT FLÜÜÜGEL 
 Inspiriert von funktionalen Getränken aus Fernost gründete Dietrich Mateschitz Mitte der 1980er Jahre Red Bull. Er entwickelte ein neues Produkt und ein einzigartiges Marketingkonzept und brachte Red Bull Energy Drink am 1. April 1987 in Österreich auf den Markt. Eine neue Produktkategorie - Energy Drinks - wurde geboren. 
 
 WANN TRINKEN? 
 Weltweit geschätzt im Spitzensport, beim Studieren, in stark fordernden Berufen sowie bei langen Autofahrten. 
 
 WAS IST IN DER DOSE? 
 Koffein: Koffein war bereits in alten Zivilisationen bekannt. Sie konsumierten es aus natürlichen Quellen wie Tee, Kaffee, Kakaobohnen und Kolanuss und schätzten seine anregende Wirkungen auf den menschlichen Körper. 
 Taurin: Taurin ist eine Aminosäure, die natürlich im menschlichen Körper vorkommt und in der täglichen Ernährung enthalten ist. Es ist an einer Vielzahl von biologischen Prozessen beteiligt. 
 Vitamine der B-Gruppe: Vitamine sind essentielle Mikronährstoffe, die zur Aufrechterhaltung normaler Körperfunktionen benötigt werden. 
 Zucker: Red Bull Energy Drink enthält Zucker der aus Zuckerrüben hergestellt. 
 Gebirgswasser: Wasser ist natürlich ein Hauptbestandteil von Red Bull.... mehr anzeigen""Red Bull Energy Drink, 250 ml EINWEG

RED BULL VERLEIHT FLÜÜÜGEL
Inspiriert von funktionalen Getränken aus Fernost gründete Dietrich Mateschitz Mitte der 1980er Jahre Red Bull. Er entwickelte ein neues Produkt und ein einzigartiges Marketingkonzept und brachte Red Bull Energy Drink am 1. April 1987 in Österreich auf den Markt. Eine neue Produktkategorie - Energy Drinks - wurde geboren.

WANN TRINKEN?
Weltweit geschätzt im Spitzensport, beim Studieren, in stark fordernden Berufen sowie bei langen Autofahrten.

WAS IST IN DER DOSE?
Koffein: Koffein war bereits in alten Zivilisationen bekannt. Sie konsumierten es aus natürlichen Quellen wie Tee, Kaffee, Kakaobohnen und Kolanuss und schätzten seine anregende Wirkungen auf den menschlichen Körper.
Taurin: Taurin ist eine Aminosäure, die natürlich im menschlichen Körper vorkommt und in der täglichen Ernährung enthalten ist. Es ist an einer Vielzahl von biologischen Prozessen beteiligt.
Vitamine der B-Gruppe: Vitamine sind essentielle Mikronährstoffe, die zur Aufrechterhaltung normaler Körperfunktionen benötigt werden.
Zucker: Red Bull Energy Drink enthält Zucker der aus Zuckerrüben hergestellt.
Gebirgswasser: Wasser ist natürlich ein Hauptbestandteil von Red Bull.""Zutaten & AllergeneZutaten: Wasser, Saccharose, Glucose, Säuerungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulatoren (Natriumcarbonate, Magnesiumcarbonate), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Farbstoffe (Zuckerkulör, Riboflavine).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie194 kJEnergie46 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate11 gKohlenhydrate, davon Zucker11 gEiweiß0 gSalz0,1 gNiacin8 mgPantothensäure2 mgVitamin B122 µgVitamin B62 mgHinweiseInformation: Erhöhter Koffeingehalt. Für Kinder und schwangere oder stillende Frauen nicht empfohlen (32mg/100ml). In moderate Mengen konsumieren.ArtikeldetailsMarke: Red BullNettofüllmenge: 0,25 LUrsprungsland: ÖsterreichPackungsgröße: 0,25lKontaktKontaktname: Red Bull GmbHKontaktadresse: 5330 Fuschl am See, ÖsterreichFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",2201429
"ProduktbeschreibungArtikelnummer 8422570• Cookie Dough ist ein Dessert bestehend aus Vanille-Eiscreme mit Riesen-Cookieteig-Stücken und leckeren kakaohaltigen Bits 
• Beliebteste Ben & Jerry's Eiscreme 
• Im Eis enthaltener Zucker, Kakao und Vanille sind nach Fairtrade-Standards gehandelt 
• Die Milch und Sahne für die Ben & Jerry's Eiscreme stammt aus nachhaltigem Molkereiprogramm 
• Eiscreme mit Eiern aus Freilandhaltung 
• Dessert Geeignet für eine ovo-lakto-vegetarische Ernährung 
 
Cookie Dough ist ein Dessert bestehend aus Vanille-Eiscreme mit Riesenstücken aus Plätzchenteig und leckeren kakaohaltigen Bits 
 
1968 haben wir auf Wunsch eines Fans versucht, Keksteig in unsere Eiscreme zu packen – Kekseis war damals eine radikale Idee! Leider war es nicht gerade einfach für unsere Eismaschinen, mit den Riesenkeksklumpen umzugehen. Aber: Nach 5 Jahren Tüftelei hatten wir es geschafft! Und 20 Jahre später haben wir das Cookieeis auch noch auf Fairtrade umgestellt! Enjoy. 
 
Ben & Jerry's – das vielleicht beste Eis der Welt, hergestellt auf die netteste Art und Weise. Denn wir bei Ben & Jerry's nehmen Fairness sehr ernst. In der Art und Weise, wie wir unsere Angestellten behandeln, wie wir uns sozial engagieren und wie wir neue Sorten für unsere Kunden entwickeln, spielt Fairness eine wichtige Rolle. Darum sorgen wir dafür, dass auch unsere Bauern fair behandelt werden. Wir unterstützen Fairtrade, eine weltweite Bewegung, die dafür sorgt, dass auch Kleinbauern in Entwicklungsländern auf dem hart umkämpften globalen Markt bestehen können. Wir beziehen nach Fairtrade-Standards gehandelte Zutaten – dazu gehören Zucker, Kakao, Vanille, Kaffee und Bananen. 
 
Da man für besonders leckeres Eis besonders gute Milch braucht, arbeitet Ben & Jerry's in seinem Caring Dairy-Programm mit einer engagierten Gruppe familiengeführter Milchbetriebe zusammen, um ihr Bestreben nach einer gesunden Verbindung zwischen dem Land, den Tieren und den Menschen, die sich um sie kümmern, zu unterstützen. Die Eier, die wir für das Ben & Jerry's Eis kaufen, kommen von Hennen aus Freilandhaltung. Damit wird gewährleistet, dass die Legehennen über ausreichend Platz verfügen. 
Peace, Love & Ice Cream... mehr anzeigenCookie Dough ist ein Dessert bestehend aus Vanille-Eiscreme mit Riesenstücken aus Plätzchenteig und leckeren kakaohaltigen Bits

1968 haben wir auf Wunsch eines Fans versucht, Keksteig in unsere Eiscreme zu packen – Kekseis war damals eine radikale Idee! Leider war es nicht gerade einfach für unsere Eismaschinen, mit den Riesenkeksklumpen umzugehen. Aber: Nach 5 Jahren Tüftelei hatten wir es geschafft! Und 20 Jahre später haben wir das Cookieeis auch noch auf Fairtrade umgestellt! Enjoy.

Ben & Jerry's – das vielleicht beste Eis der Welt, hergestellt auf die netteste Art und Weise. Denn wir bei Ben & Jerry's nehmen Fairness sehr ernst. In der Art und Weise, wie wir unsere Angestellten behandeln, wie wir uns sozial engagieren und wie wir neue Sorten für unsere Kunden entwickeln, spielt Fairness eine wichtige Rolle. Darum sorgen wir dafür, dass auch unsere Bauern fair behandelt werden. Wir unterstützen Fairtrade, eine weltweite Bewegung, die dafür sorgt, dass auch Kleinbauern in Entwicklungsländern auf dem hart umkämpften globalen Markt bestehen können. Wir beziehen nach Fairtrade-Standards gehandelte Zutaten – dazu gehören Zucker, Kakao, Vanille, Kaffee und Bananen. 

Da man für besonders leckeres Eis besonders gute Milch braucht, arbeitet Ben & Jerry's in seinem Caring Dairy-Programm mit einer engagierten Gruppe familiengeführter Milchbetriebe zusammen, um ihr Bestreben nach einer gesunden Verbindung zwischen dem Land, den Tieren und den Menschen, die sich um sie kümmern, zu unterstützen. Die Eier, die wir für das Ben & Jerry's Eis kaufen, kommen von Hennen aus Freilandhaltung. Damit wird gewährleistet, dass die Legehennen über ausreichend Platz verfügen.
Peace, Love & Ice CreamZutaten & AllergeneZutaten: RAHM (27%), Trinkwasser, Zucker, konzentrierte MAGERMILCH, WEIZENMEHL (WEIZENMEHL, Calciumcarbonat, Eisen, Niacin, Thiamin), brauner Zucker, EIGELB¹, BUTTER, Sojaöl, EI¹, Kakaomasse, Kokosfett, Melasse, fettarmer Kakao, Vanilleextrakt, Stabilisatoren (Guarkernmehl, Carrageen), Kakaobutter, Speisesalz, natürliche Aromen (mit MILCH), natürliches Vanillearoma, Emulgator (Lecithine (SOJA)), BUTTERFETT. ¹Eier aus Freilandhaltung.Fairtrade-Zucker, -Kakao, -Vanille mit Mengenausgleich. Gesamtanteil: 65% ohne Wasser und Molkereiprodukte(F).Allergenhinweise: Enthält: Weizen und Weizenerzeugnisse (glutenhaltiges Getreide).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie996 kJEnergie238 kcalFett13 gFett, davon gesättigte Fettsäuren8 gKohlenhydrate27 gKohlenhydrate, davon Zucker22 gEiweiß3,5 gSalz0,15 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei -18°C mindestens haltbar bis Ende: siehe PackungsaufdruckArtikeldetailsMarke: Ben & Jerry'sUrsprungsland: NiederlandeKontaktKontaktname: Ben & Jerry's DeutschlandKontaktadresse: Postfach 570 385, 22772 HamburgMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8422570
"ProduktbeschreibungArtikelnummer 2100223NährwerteDurchschnittliche NährwerteUnzubereitet pro 1 lKalium3,8 mgChlorid3,2 mgCalcium135 mgMagnesium35 mgFluorid0,6 mgBikarbonat354 mgNatrium6,9 mgSulfat 4+200 mgHinweiseAufbewahrungs- und Verwendungshinweis: Vor Sonnenlicht und Wärme schützenInformation: Kieselsäure 14,8mg/l Quellort:Reutlingen Quellname:Eiszeitquell Analyseinstitut des Chemischen Instituts FreseniusArtikeldetailsMarke: EiszeitquellNettofüllmenge: 1 LPackungsgröße: 1,0lx9KontaktKontaktname: Romina Mineralbrunnen GmbHKontaktadresse: 72768 ReutlingenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",2100223
"ProduktbeschreibungArtikelnummer 2899450Aus der Keule, zart und abgehangen. Herkunft: Deutschland. Um einen Hinweis zur tatsächlichen Herkunft zu erhalten, beachten Sie bitte die Angaben auf der Ihnen gelieferten Ware selbst; nur diese sind maßgeblich wie auch verbindlich. VOR DEM VERZEHR GUT DURCHGAREN. NICHT ZUM ROHVERZEHR GEEIGNET. Die Haltbarkeit des Produktes ist bis zum angegebenen Datum durch die Einhaltung der angegebenen Temperatur gesichert. Bei einer Unterbrechung der Kühlkette über +4 °C, empfehlen wir Ihnen den Verzehr am Tag des Einkaufes. Nach Öffnen der Packung Ware noch am selben Tag verwenden.... mehr anzeigenNährwerteDurchschnittliche Nährwertepro 100 gEnergie505 kJEnergie120 kcalFett4 gFett, davon gesättigte Fettsäuren1,4 gKohlenhydrate0 gKohlenhydrate, davon Zucker0 gEiweiß21 gSalz0 gArtikeldetailsMarke: Wilhelm BrandenburgNachhaltigkeitWeitere Informationen zu den Siegeln findest du in unserer Siegelkunde.Maximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",2899450
"ProduktbeschreibungArtikelnummer 3296045Zutaten & AllergeneZutaten: MILCHSCHOKOLADE 31,5 % (Zucker, Kakaobutter, Kakaomasse, MAGERMILCHPULVER, BUTTERREINFETT, Emulgator Lecithine (SOJA), Vanillin), Zucker, Palmöl, WEIZENMEHL, HASELNÜSSE (10,8 %), MAGERMILCHPULVER (8,5%), VOLLMILCHPULVER (5,5 %), Halbbitterschokolade 1,5 % (Zucker, Kakaomasse, Kakaobutter, Emulgator Lecithine (SOJA), Vanillin), fettarmer Kakao, Emulgator Lecithine (SOJA), Backtriebmittel Natriumhydrogencarbonat, Salz, Vanillin. Gesamtmilchbestandteile im Produkt 19,5 %.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose). Nüsse und Nusserzeugnisse. Glutenhaltiges Getreide und glutenhaltige Getreideerzeugnisse. Soja und Sojaerzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie2.384 kJEnergie572 kcalFett37,3 gFett, davon gesättigte Fettsäuren17,3 gKohlenhydrate49,5 gKohlenhydrate, davon Zucker41,2 gEiweiß8,6 gSalz0,272 gHinweiseAufbewahrungs- und Verwendungshinweis: Kühl und trocken aufbewahren.ArtikeldetailsMarke: KinderUrsprungsland: Europäische UnionKontaktKontaktname: FerreroKontaktadresse: DE-60624 Frankfurt am Main (EU)Maximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",3296045
"ProduktbeschreibungArtikelnummer 38340VOR DEM VERZEHR GUT DURCHGAREN. NICHT ZUM ROHVERZEHR GEEIGNET. Die Haltbarkeit des Produktes ist bis zum angegebenen Datum durch die Einhaltung der angegebenen Temperatur gesichert. Bei einer Unterbrechung der Kühlkette über +4 °C, empfehlen wir Ihnen den Verzehr am Tag des Einkaufes. Nach Öffnen der Packung Ware noch am selben Tag verwenden. Zutaten & AllergeneZutaten: Schweinefleisch 90%, Wasser, Rapsöl, Gewürze, Paprika, Speisesalz, Branntweinessig, Zucker, Gewürzextrakte, Rapskernmehl, Wachsmaisstärke.NährwerteDurchschnittliche Nährwertepro 100 gEnergie1.347,3 kJEnergie325,4 kcalFett28,4 gFett, davon gesättigte Fettsäuren8,7 gKohlenhydrate1 gKohlenhydrate, davon Zucker0,8 gBallaststoffe0,3 gEiweiß16,3 gSalz1,01 gArtikeldetailsMarke: Wilhelm BrandenburgNachhaltigkeitWeitere Informationen zu den Siegeln findest du in unserer Siegelkunde.Für die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",38340
"ProduktbeschreibungArtikelnummer 8195927Schokoladig, mit bayerischer Milch, ohne Gelatine und Konservierungsstoffe – Der große Bauer Stracciatella ist genau richtig für alle Liebhaber des italienischen Klassikers.Zutaten & AllergeneZutaten: JOGHURT mild, Zucker, 2,2 % Schokoladensplits (Kakaomasse, Kakaobutter, Zucker, Emulgator: Sonnenblumenlecithine), modifizierte Stärke, Verdickungsmittel: Guarkernmehl, Pektine, Xanthan; Säureregulator: Citronensäure; natürliches Aroma.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie447 kJEnergie106 kcalFett4,3 gFett, davon gesättigte Fettsäuren2,9 gKohlenhydrate13,6 gKohlenhydrate, davon Zucker13 gEiweiß3,2 gSalz0,04 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei +8°C mindestens haltbar bis: siehe DeckelArtikeldetailsMarke: BauerUrsprungsland: DeutschlandSorte: StracciatellaKontaktKontaktname: Die Privatmolkerei BauerKontaktadresse: 83512 Wasserburg/InnMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8195927
"ProduktbeschreibungArtikelnummer 2242518Zutaten & AllergeneZutaten: Wasser, Zucker, Kohlensäure, Säuerungsmittel Citronensäure, natürliches Aroma, Antioxidationsmittel Ascorbinsäure, Aroma Chinin.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie164 kJEnergie39 kcalFett0 gFett, davon gesättigte Fettsäuren0 gFett, davon einfach ungesättigte Fettsäuren0 gFett, davon mehrfach ungesättigte Fettsäuren0 gKohlenhydrate9,3 gKohlenhydrate, davon Zucker9,3 gKohlenhydrate, davon mehrwertige Alkohole0 gKohlenhydrate, davon Stärke0 gBallaststoffe0 gEiweiß0 gSalz0 gHinweiseAufbewahrungs- und Verwendungshinweis: Kühl und Dunkel lagernInformation: Vegan & von Natur aus Glutenfrei. Enthält geringfügige Mengen von Fett, gesättigten Fettsäuren, Eiweiß und Salz.ArtikeldetailsMarke: Thomas HenryNettofüllmenge: 1 LUrsprungsland: DeutschlandPackungsgröße: 1,0lKontaktKontaktname: Thomans Henry GmbH & Co.KGKontaktadresse: Bessemerstraße 22 12103 BerlinMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",2242518
"ProduktbeschreibungArtikelnummer 3272085Zutaten & AllergeneZutaten: Wasser, Zucker, Kohlensäure, Säuerungsmittel (Citronensäure), natürliche Aromen, Aroma: ChininNährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie144 kJEnergie34 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate7,9 gKohlenhydrate, davon Zucker7,9 gEiweiß0 gSalz0,02 gHinweiseAufbewahrungs- und Verwendungshinweis: Kühl und dunkel lagernArtikeldetailsMarke: Fever-TreeNettofüllmenge: 0,5 LUrsprungsland: GrossbritannienKontaktKontaktname: gdp Global Drinks Partnership GmbHKontaktadresse: Marienstraße 17, 80331 MünchenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",3272085
"ProduktbeschreibungArtikelnummer 8112555ArtikeldetailsMarke: VivessFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8112555
"ProduktbeschreibungArtikelnummer 1272042Deutschland; ; Ursprungsland kann je nach Angebot abweichen. ArtikeldetailsMarke: REWE BioEigenschaften: BioFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1272042
"ProduktbeschreibungArtikelnummer 7741099Crunchips Paprika – der Klassiker unter den Lorenz Crunchips und gleichzeitig unsere beliebteste Sorte. Doch wenn du denkst, das sei 0815, hast du dich getäuscht. Crunchips Paprika Kartoffelchips sind der perfekte Party Snack für alle, die es einfach mal krachen lassen wollen - am besten gemeinsam mit guten Freunden. Sie sind glutenfrei, mit besten deutschen Kartoffeln hergestellt und in vielen Größen erhältlich: 25 g, 50 g, 150 g und 250 g.Zutaten & AllergeneZutaten: Kartoffeln, Sonnenblumenöl, Speisesalz, Paprikapulver, Zwiebelpulver, SÜSSMOLKENPULVER, Zucker, KÄSEPULVER, Tomatenpulver, weißer Pfeffer, Aroma, Raucharoma, Hefe, Hefeextrakt, Farbstoff: Paprikaextrakt.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie2.232 kJEnergie535 kcalFett33 gFett, davon gesättigte Fettsäuren2,6 gKohlenhydrate52 gKohlenhydrate, davon Zucker1,5 gBallaststoffe3,5 gEiweiß5,8 gSalz1,7 gHinweiseAufbewahrungs- und Verwendungshinweis: Trocken lagern. Vor Wärme schützen.Information: Unter Schutzatmosphäre verpackt.ArtikeldetailsMarke: LorenzKontaktKontaktname: The Lorenz Bahlsen Snack-World GmbH & Co KG GermanyKontaktadresse: Rathenaustr. 54, D-63263 Neu-IsenburgMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7741099
"ProduktbeschreibungArtikelnummer 8295689Clubs Cracker sind ein Klassiker, der (seit) Generationen begeistert: Die knusprig-zarten Cracker werden im Ofen goldgelb gebacken und anschließend fein gesalzen. Jeder kennt sie und sie passen garantiert zu jedem Anlass. Pur, belegt oder gedippt - Clubs sind einfach immer ein Highlight! Ohne zugesetzte Geschmacksverstärker, in einer recyclingfähigen Verpackung, geeignet für Vegetarier und oft länger gut als das Mindesthaltbarkeitsdatum.Zutaten & AllergeneZutaten: WEIZENMEHL, Rapsöl, Zucker, GERSTENMALZEXTRAKT, Salz, VOLLMILCHPULVER, Hefe, Backtriebmittel: Ammoniumhydrogencarbonat, Natriumhydrogencarbonat. KANN SESAMSAMEN UND EI ENTHALTEN.Allergenhinweise: Enthält: Gerste und Gerstenerzeugnisse (glutenhaltiges Getreide). Milch und Milcherzeugnisse (einschließlich Lactose). Weizen und Weizenerzeugnisse (glutenhaltiges Getreide). Kann enthalten: Eier und Eierzeugnisse. Sesamsamen und Sesamsamenerzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie2.017 kJEnergie481 kcalFett21 gFett, davon gesättigte Fettsäuren1,6 gKohlenhydrate62 gKohlenhydrate, davon Zucker8,5 gBallaststoffe2,8 gEiweiß9,6 gSalz2 gHinweiseAufbewahrungs- und Verwendungshinweis: Trocken lagern. Vor Wärme schützen.ArtikeldetailsMarke: LorenzUrsprungsland: PolenKontaktKontaktname: Lajkonik Snacks Sp. z o.o.Kontaktadresse: ul. Piłsudskiego 1, 32-050 Skawina, PolenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8295689
"ProduktbeschreibungArtikelnummer 7826260100% Saft, 100% vegan. In diesem guten Glas Frühstück  steckt eine ausgewählte Frucht-Kombination aus säurearmen und voll ausgereiften Früchten, die den Saft besonders mild macht. Angereichert mit 10 wichtigen Vitaminen.
Wir bei Valensina glauben, dass 
man Zeit schmecken kann: Die 
Zeit, die die Natur sich nimmt, ihre 
Früchte zur vollen Reife zu bringen. 
Unser Geheimnis ist lediglich, den 
perfekten Moment abzuwarten.
Für unsere von Natur aus milden 
Säfte wählen wir sorgfältig nur milde 
Früchte aus, lassen ihnen extra viel 
Zeit für den natürlichen Reifeprozess 
und pflücken sie erst, wenn sie ihren 
vollen, sonnengereiften Geschmack 
erlangt haben.
Für vollen und dabei besonders 
milden Genuss – jeden Tag.Zutaten & AllergeneZutaten: Apfelsaft** (69 %), Orangensaft** (24 %), Maracujasaft** (2 %), Bananenmark (2 %), Ananassaft** (2 %), Nektarinenmark*** (0,5 %), Zitronensaft** (0,5 %), Guavenmark*** (0,05 %), Mango mark*** (0,05 %), Birnenmark (0,05 %), Aprikosenmark*** (0,05 %), Papayamark*** (0,05 %), Vitaminmischung: Vitamin C, Niacin, Vitamin E, Pantothensäure, Provitamin A, Vitamin B6, Vitamin B1 (Thiamin), Folsäure, Biotin, Vitamin B12. ** aus Fruchtsaftkonzentrat, *** aus FruchtmarkkonzentratNährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie207 kJEnergie49 kcalFett0,1 gFett, davon gesättigte Fettsäuren0,02 gKohlenhydrate11,2 gKohlenhydrate, davon Zucker10,8 gBallaststoffe0,3 gEiweiß0,4 gSalz0,003 gVitamin A160 µgVitamin E6 mgVitamin C40 mgThiamin0,55 mgNiacin8 mgFolsäure50 µgBiotin25 µgPantothensäure3 mgVitamin B60,7 mgVitamin B121,25 µgHinweiseAufbewahrungs- und Verwendungshinweis: Nach dem Öffnen kühl lagern und innerhalb von 3-4 Tagen verzehren.Information: Mehrfruchtsaft Fruchtgehalt: 100%ArtikeldetailsMarke: ValensinaNettofüllmenge: 1 LUrsprungsland: DeutschlandKontaktKontaktname: Valensina GmbHKontaktadresse: Ruckes 90, 41238 MönchengladbachMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7826260
