,product_information,product_id
91,"ProduktbeschreibungArtikelnummer 116447Erhöhter Koffeingehalt. Für Kinder und schwangere oder stillende Frauen nicht empfohlen (32 mg/100 ml). ""Red Bull Energy Drink, 250 ml EINWEG

RED BULL VERLEIHT FLÜÜÜGEL
Inspiriert von funktionalen Getränken aus Fernost gründete Dietrich Mateschitz Mitte der 1980er Jahre Red Bull. Er entwickelte ein neues Produkt und ein einzigartiges Marketingkonzept und brachte Red Bull Energy Drink am 1. April 1987 in Österreich auf den Markt. Eine neue Produktkategorie - Energy Drinks - wurde geboren.

WANN TRINKEN?
Weltweit geschätzt im Spitzensport, beim Studieren, in stark fordernden Berufen sowie bei langen Autofahrten.

WAS IST IN DER DOSE?
Koffein: Koffein war bereits in alten Zivilisationen bekannt. Sie konsumierten es aus natürlichen Quellen wie Tee, Kaffee, Kakaobohnen und Kolanuss und schätzten seine anregende Wirkungen auf den menschlichen Körper.
Taurin: Taurin ist eine Aminosäure, die natürlich im menschlichen Körper vorkommt und in der täglichen Ernährung enthalten ist. Es ist an einer Vielzahl von biologischen Prozessen beteiligt.
Vitamine der B-Gruppe: Vitamine sind essentielle Mikronährstoffe, die zur Aufrechterhaltung normaler Körperfunktionen benötigt werden.
Zucker: Red Bull Energy Drink enthält Zucker der aus Zuckerrüben hergestellt.
Gebirgswasser: Wasser ist natürlich ein Hauptbestandteil von Red Bull.""Zutaten & AllergeneZutaten: Wasser, Saccharose, Glucose, Säuerungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulatoren (Natriumcarbonate, Magnesiumcarbonate), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Farbstoffe (Zuckerkulör, Riboflavine).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie194 kJEnergie46 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate11 gKohlenhydrate, davon Zucker11 gEiweiß0 gSalz0,1 gNiacin8 mgPantothensäure2 mgVitamin B122 µgVitamin B62 mgHinweiseInformation: Erhöhter Koffeingehalt. Für Kinder und schwangere oder stillende Frauen nicht empfohlen (32mg/100ml). In moderate Mengen konsumieren.ArtikeldetailsMarke: Red BullNettofüllmenge: 0,25 LPackungsgröße: 0,25lx6KontaktKontaktname: Red Bull GmbHKontaktadresse: 5330 Fuschl am See, ÖsterreichMaximale Bestellmenge: 4 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",116447
938,"ProduktbeschreibungArtikelnummer 129089Die saftig-fleischigen Frolic Ringos werden mit frischem Fleisch zubereitet und schmecken so lecker, dass ihr Hund gar nicht genug von kriegen kann. Einfach unwiderstehlich - und dabei eine hochwertige und ausgewogene Vollnahrung. Zubereitet mit köstlich schmackhaften frischem Fleisch, gesunden Karotten und Getreide, wertvollen Vitaminen und Mineralien. Ohne Zusatz künstlicher Aromastoffe oder Geschmacksverstärkern. 
Ein Napf Frolic 100% Complete Rind und Ihr Hund steckt voller Vitalität und Energie.... mehr anzeigenFROLIC™ Complete Hundefutter ist einfach lecker und eine ausgewogene Vollnahrung, zubereitet mit köstlich frischem Rind, Karotten, Getreide, Vitaminen und Mineralstoffen. Ein Napf FROLIC™ Complete Hundefutter und Ihr Hund steckt voller Vitalität und Energie.ZusammensetzungZusammensetzung: Getreide (u.a. 4% Weizen), Gemüse (4% Karotten), Öle und Fette (u.a. 1% Sonnenblumenöl, u.a. 0.25% Fischöl), Fleisch und tierische Nebenerzeugnisse (u.a. 4% frisches Fleisch, u.a. 4% Rind), Mineralstoffe, Zucker, pflanzliche Eiweissextrakte, Milch und Molkereierzeugnisse, pflanzliche Nebenerzeugnisse.Analytische Bestandteile: Kalzium: 1,10 %, Phosphor: 0,90 %, Kalzium/Phosphor-Verhältnis: 1,22, Feuchtigkeit: 81,00 %, Rohprotein/Protein: 10,00 %, Rohfett/Fettgehalt: 5,00 %, Rohasche/Anorganische Stoffe: 2,00 %, Rohfaser: 0,40 %Zusatzstoffe pro kg: Ernährungsphysiologische Zusatzstoffe: Vitamin A: 6720 IE, Vitamin D3: 1680 IE, Vitamin E: 122 mg, Calciumjodat wasserfrei: 2.5 mg, Kupfersulfat Pentahydrat: 21.8 mg, Mangan-(II)-sulfat-Monohydrat: 180 mg, Natriumselenit: 0.87 mg, Zinksulfat Monohydrat: 304 mg.Fütterungsempfehlung5kg Körpergewicht: 90g pro Tag. 10kg Körpergewicht: 150g pro Tag. 20kg Körpergewicht: 255g pro Tag. 30kg Körpergewicht: 345g pro Tag . 40kg Körpergewicht: 425g pro Tag. 50kg Körpergewicht: 505g pro Tag. 354kcal/100g. Eventuell bedarf es einer Anpassung der Fütterungsmenge entsprechend Aktivität, Rasse und Alter Ihres Hundes. Nehmen Sie sich Zeit für die Fütterungsumstellung. Frisches Trinkwasser sollte immer bereitstehen. Bitte überzeugen Sie sich bei Anwendung der Fütterungsempfehlung von einer gesunden körperlichen Verfassung Ihres Hundes. Bitte geschlossen an einem kühlen und trockenen Ort lagern.HinweiseAufbewahrungs- und Verwendungshinweis: Bitte geschlossen an einem kühlen und trockenen Ort lagern.Information: Verpackung für Kinder und Tiere unzugänglich aufbewahren (Erstickungsgefahr).ArtikeldetailsMarkeFrolicUrsprungslandDeutschlandTierartHundAltersstufe des HaustieresAdultFutterartAlleinfutterPackungsgröße1,5kgKontaktKontakt: kontakt@de.mars.comZulassungsnummer: aDENI361001Kontaktname: Mars GmbHKontaktadresse: Postfach 1280, 27281 Verden (Aller)Für die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",129089
157,"ProduktbeschreibungArtikelnummer 137736Zutaten & AllergeneZutaten: SPEISEQUARK, 26% *JOGHURT, Zucker, Wasser, Stärke, Apfelsaftkonzentrat, färbende Pflanzenkonzentrate (Kürbis, Apfel), 0,2% natürliches Vanille-Aroma, Karamellzuckersirup, Vanillepulver. KANN SPUREN VON NÜSSEN/SCHALENFRÜCHTEN ENTHALTEN. *mit Joghurt verfeinertAllergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose). Kann enthalten: Nüsse und Nusserzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie588 kJEnergie140 kcalFett6,3 gFett, davon gesättigte Fettsäuren4,2 gKohlenhydrate14,4 gKohlenhydrate, davon Zucker13,6 gEiweiß5,6 gSalz0,1 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei +8°C mindestens haltbar bis: siehe VerpackungsaufdruckArtikeldetailsMarke: WeihenstephanUrsprungsland: DeutschlandPackungsgröße: 500gKontaktKontaktname: Molkerei Weihenstephan GmbH & Co. KGKontaktadresse: Milchstr. 1, D-85354 FreisingMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",137736
65,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 150614Don Facundo verbrachte zehn Jahre damit, seinen BACARDÍ Carta Blanca zu perfektionieren. Durch die Reifung in ehemaligen Bourbon-Fässern aus amerikanischer Weißeiche erhält Bacardi Carta Blanca Rum seinen typischen Charakter. Ein leichter, aromatischer, weißer Rum mit zarten blumigen und fruchtigen Geschmacksnoten - ideal zum Mixen. Er verleiht Drinks Lebendigkeit, schmeckt dabei aber weder dominant noch geht er unter, sondern ergänzt sich geschmacklich mit den anderen Zutaten. 
 
""Rum Mule: 50ml BACARDÍ Carta Blanca, 100ml Ginger Beer, Limette zum Garnieren 
Ein Longdrinkglas mit Eiswürfeln füllen. BACARDÍ Carta Blanca hinzugeben. Mit Ginger Beer auffüllen. Mit Limettenachtel garnieren""... mehr anzeigenArtikeldetailsMarke: BacardiUrsprungsland: Vereinigte StaatenAlkoholgehalt: 37,5 % Vol.KontaktKontaktname: Bacardi GmbHKontaktadresse: 22297 HamburgMaximale Bestellmenge: 7 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",150614
48,"ProduktbeschreibungArtikelnummer 153046Happy Day ist unvergleichlicher Fruchtgenuss. Die tägliche Portion Sonnenschein für die ganze Familie. Der Saft von rund 2,5 kg sonnengereiften Orangen steckt zum Beispiel in jedem Liter """"Happy Day 100% Orange"""". Das garantiert ein vitaminreiches Trinkerlebnis, denn schon mit einem Glas decken Sie den täglichen Vitamin-C-Bedarf. Rauch HAPPY DAY steht für höchste, gleichbleibende Qualität von ausgesuchten und geprüften Rohstoffen, von Orangen- über Apfel- und Multivitaminsaft bis zur exotischen Mango und dem orientalischen Granatapfel! Die besonders breite Palette an Fruchtsorten bietet ein abwechslungsreiches Trinkvergnügen und sorgt beim Frühstück für einen guten Start in den Tag als auch am Abend bei erfrischenden Cocktails für fruchtige Variationen. In den vielen praktischen Kartonpackungen bietet Happy Day für jeden Fruchtliebhaber die passende Sorte, denn unter Happy Day wird eines der abwechslungsreichsten Sortimente der Welt im Fruchtgetränkebereich angeboten. Mango, Maracuja, Cranberry, Granatapfel, Grapefruit und Ananas – die Liste an exotischen Früchten lässt sich bei Happy Day noch lange fortsetzen, doch auch heimische Früchte wie Stachelbeere, Rhabarber oder Marille kommen neben den beliebten Standartsorten Apfel, Orange und Multivitamin nicht zu kurz. Besonders beliebt sind auch die Milden Säfte von Happy Day – Orange, Apfel und Multivitamin mild sind aus besonders milden Fruchtsorten hergestellt und enthalten dadurch weniger Säure. Ideal für kleine Kinder, stillende Mütter und alle, die bewusst auf Fruchtsäure verzichten möchten. Die Säfte sind angenehm zu trinken und enthalten wertvolles Calcium.... mehr anzeigenZutaten & AllergeneZutaten: Wasser, 25% Maracujasaft aus Maracujasaftkonzentrat, Zucker, Stabilisator: Pektine; Vitamin C.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie223 kJEnergie53 kcalFett< 0,5 gFett, davon gesättigte Fettsäuren< 0,1 gKohlenhydrate12 gKohlenhydrate, davon Zucker12 gEiweiß< 0,5 gSalz< 0,01 gVitamin C12 mgHinweiseAufbewahrungs- und Verwendungshinweis: Geöffnet gekühlt 3 Tage haltbar.ArtikeldetailsMarke: Happy DayNettofüllmenge: 1 LUrsprungsland: ÖsterreichKontaktKontaktname: Rauch Fruchtsäfte GmbH & Co OGKontaktadresse: Langgasse 1, A-6830 Rankweil, AustriaMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",153046
67,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 156894Enthält: SULFITE. Fruchtiger Duftstrauß mit einer leichten Himbeernote.Zutaten & AllergeneZutaten: Enthält SULFITEAllergenhinweise: Enthält: Schwefeldioxid und Sulfite.HinweiseAufbewahrungs- und Verwendungshinweis: Kühl lagern und vor Feuchtigkeit und Licht schützen.ArtikeldetailsMarke: LaCheteauUrsprungsland: FrankreichAlkoholgehalt: 12 % Vol.KontaktKontaktname: LES GRANDS CHAIS DE FRANCEKontaktadresse: 1, rue de la Division Leclerc,67290 PETERSBACH FRANCEMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",156894
44,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 169420Der wegen der Vanilleblüten in seinem Herzen auch „Bianchissimo“ (der Allerweißeste) genannte MARTINI Bianco bietet mit seinem Mix aus Kräutern, Blüten und Weißweinen wie Trebbiano ein gleichermaßen frisches und komplexes Bouquet. 
 
""MARTINI BIANCO & WILD BERRY 
50 ml MARTINI Bianco, 100 ml Wild Berry, Zitrone zum Garnieren 
Balloonglas mit Eis füllen. MARTINI Bianco und Wild Berry dazugeben. Vorsichtig umrühren. Mit einer Zitronenscheibe garnieren."" Zutaten & AllergeneZutaten: ENTHÄLT: SULFITEAllergenhinweise: Enthält: Schwefeldioxid und Sulfite.ArtikeldetailsMarke: MartiniUrsprungsland: ItalienAlkoholgehalt: 14,4 % Vol.KontaktKontaktname: Bacardi GmbHKontaktadresse: 22297 HamburgMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",169420
151,"ProduktbeschreibungArtikelnummer 185984Zutaten & AllergeneZutaten: VOLLMILCH (52%), SAHNE, Zucker, modifizierte Stärke, fettarmes Kakaopulver (0,7%), HASELNUSSMARK (0,5%), Schokoladenpulver (0,5%), Stärke, Verdickungsmittel: Carrageen, Johannisbrotkernmehl, Guarkernmehl; Calciumcitrate, Aroma.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose). Haselnuss und Haselnusserzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie762 kJEnergie183 kcalFett12,2 gFett, davon gesättigte Fettsäuren8,1 gKohlenhydrate15,5 gKohlenhydrate, davon Zucker13,6 gEiweiß2,6 gSalz0,1 gVitamin A120 µgCalcium120 mgHinweiseAufbewahrungs- und Verwendungshinweis: Zu lagern bei max. 8°CArtikeldetailsMarke: MonteUrsprungsland: DeutschlandPackungsgröße: 4x100gKontaktKontaktname: Zott SE & Co. KGKontaktadresse: Georg-Zott-Straße 1, 86690 Mertingen, DeutschlandMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",185984
78,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 195090Getreu dem Motto „Ein Sekt ist immer so gut wie sein Wein“ verdankt Fürst von Metternich Sekt ausgewählten deutschen Weinen seinen besonderen Charakter. Dabei ist die Riesling-Traube für viele Genießer die Königin unter den weißen Trauben. Der Fürst von Metternich Riesling Sekt Trocken wird aus sorgfältig ausgewählten, ausschließlich deutschen Riesling-Weinen zu einem fein balancierten Meisterwerk voller Klasse und Eleganz komponiert. Ein Sekt ist immer so gut wie sein Wein
Sorgfältig hergestellten, eleganten und rassigen deutschen Riesling-Weinen verdankt der Sekt Fürst von Metternich seinen besonderen Charakter. Erleben Sie den historischen Wurzeln von Fürst von Metternich Sekt und besuchen Sie uns  auf Schloss Johannisberg.Zutaten & AllergeneZutaten: Enthält SulfiteAllergenhinweise: Enthält: Schwefeldioxid und Sulfite.HinweiseInformation: Glasflasche steht unter Druck – kann bei Gewaltanwendung bersten (Splitterflug). Nicht stoßen!ArtikeldetailsMarke: Fürst von MetternichUrsprungsland: DeutschlandAlkoholgehalt: 12,5 % Vol.KontaktKontaktname: Fürst von Metternich Sektkellerei GmbHKontaktadresse: D-65366 Johannisberg/RheingauMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",195090
,,
26,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 199257Unser Jim Beam ist elegant, weich und raffiniert. Das ist das Ergebnis von 4 Jahren Reifezeit in frisch ausgeflammten Fässern aus amerikanischer Weißeiche. 
 
 Kein anderer Bourbon Whiskey ist wie Jim Beam – der original „Kentucky Straight Bourbon Whiskey“. Hergestellt aus mindestens 51 Prozent Mais und frischem, eisenfreien Quellwasser, wird der beliebteste Bourbon der Welt in neue, ausgeflammte Fässer aus amerikanischer Weißeiche abgefüllt. In den typischen, mehrstöckigen Lagerhäusern eingelagert, reift er über vier Jahre zu einem ganz besonderen Tropfen – und damit doppelt so lange, wie es das Bourbon-Gesetz verlangt. 
 Ganz gleich, ob man ihn gemeinsam mit Freunden genießt oder für sich allein, ob pur, auf Eis oder als Longdrink – Jim Beam ist der Klassiker, um große Momente gebührend zu feiern. 
 
 Tasting Notes: 
 Farbe: Tiefer, klarer Goldton 
 Aroma: Eichige Vanille mit würzigem Unterton 
 Geschmack: Voll und mild durch Karamell und Vanille, facettenreich durch warme Holznoten 
 Abgang: Lang und anhaltend... mehr anzeigenNährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie925 kJEnergie221 kcalArtikeldetailsMarke: Jim BeamUrsprungsland: SpanienAlkoholgehalt: 40 % Vol.Serviervorschlag: JIM BEAM® HIGHBALLFill long drink glass with ice. Squeeze fresh lemon wedge. Add 2 parts Jim Beam and top with soda. Stir and garnish with lemonKontaktKontaktname: Beam Suntory Deutschland GmbHKontaktadresse: Unterschweinstiege 2-14, 60549 Frankfurt am MainMaximale Bestellmenge: 7 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",199257
168,"ProduktbeschreibungArtikelnummer 208862Zutaten & AllergeneZutaten: 50% VOLLMILCH, Zucker, Wasser, 7% Waffel (Wasser, WEIZENMEHL, Maisstärke, Rapsöl, SOJAPROTEINKONZENTRAT, Zucker, Emulgator: SOJALECITHINE, Backtriebmittel: Natriumcarbonate, Speisesalz), BUTTER, BUTTERREINFETT, MILCHEIWEIß, Glukose-Fruktose-Sirup, MAGERMILCHPULVER, Emulgator: Mono- und Diglyceride von Speisefettsäuren, Stabilisator: Johannisbrotkernmehl, Verdickungsmittel: Guarkernmehl, Carrageen; Aroma.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose). Glutenhaltiges Getreide und glutenhaltige Getreideerzeugnisse. Soja und Sojaerzeugnisse. Kann enthalten: Eier und Eierzeugnisse. Nüsse und Nusserzeugnisse. Erdnüsse und Erdnusserzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie998 kJEnergie239 kcalFett13 gFett, davon gesättigte Fettsäuren7,8 gKohlenhydrate26 gKohlenhydrate, davon Zucker13 gBallaststoffe0,07 gEiweiß4,4 gSalz0,2 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei – 18° C (***Fach) lagern.Information: Nach dem Auftauen nicht wieder einfrieren.ArtikeldetailsMarke: DovganUrsprungsland: LitauenSorte: PlombirKontaktKontaktname: DOVGAN GmbHKontaktadresse: Zinkhüttenweg 6, 22113 HamburgMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",208862
798,"ProduktbeschreibungArtikelnummer 252460Zutaten & AllergeneZutaten: Gurken, Wasser, Zucker, Branntweinessig, Speisesalz, SENFSAMEN, Farbstoff Riboflavine. Zusatzstoffe: E 101Allergenhinweise: Senf und SenferzeugnisseNährwerteDurchschnittliche Nährwertepro 100 gEnergie178 kJEnergie42 kcalFett0,1 gFett, davon gesättigte Fettsäuren< 0,1 gKohlenhydrate9,1 gKohlenhydrate, davon Zucker9,1 gEiweiß0,3 gSalz1 gHinweiseAufbewahrungshinweise: Nach dem Öffnen gekühlt lagern und innerhalb weniger Tage verzehren.ArtikeldetailsMarke: REWE Beste WahlNettofüllmenge: 530 MLUrsprungsland: DeutschlandAbtropfgewicht: 290 gKontaktKontaktname: Stangl GmbH & Co. Gemüse KGKontaktadresse: Gmeinbauer 56, 94436 Simbach, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",252460
283,"ProduktbeschreibungArtikelnummer 327447Ergänzungsfuttermittel für Katzen und heranwachsende Katzen. Wollen Sie Ihre Katze mit etwas verwöhnen von dem sie schon immer geträumt hat? Jetzt gibt es Dreamies - Snacks, die köstliche Belohnung für zwischendurch. Die cremige Füllung in der knusprigen Hülle ist genau das Richtige für alle Naschkatzen. Die praktische, wiederverschließbare Verpackung hält die Snacks frisch, so dass Sie Ihren Liebling jeden Tag aufs Neue verwöhnen können. Auch Ihre Katze wird bald verrückt sein nach den traumhaften Snacks! Dreamies gibt es in mehreren köstlichen Geschmacksrichtungen.... mehr anzeigenWarum ist das Huhn über die Straße gelaufen? Bestimmt war eine Katze hinter ihm her! Erspare deiner Fellnase die Mühe - mit diesem leckeren Hähnchensnack. 

Außen kross, innen cremig: Katzen sind verrückt nach dem unwiderstehlichen Geschmack von DREAMIES™ Katzensnacks mit Huhn. Dazu nutzen wir keine geheime Zutat, sondern verwenden Für DREAMIES™ nur Zutaten, die Katzen besonders lieben. Schüttel den Beutel und sieh' zu, wie Deine Katze angerannt kommt.ZusammensetzungZusammensetzung: Zusammensetzung: Getreide, pflanzliche Nebenerzeugnisse, Fleisch und tierische Nebenerzeugnisse (u.a. Huhn 4%), Öle und Fette, pflanzliche Eiweißextrakte, Mineralstoffe.Analytische Bestandteile: Analytische Bestandteile (%): Protein: 22.0; Fettgehalt: 22.0; anorganischer Stoff: 9.0; Rohfaser: 2.0; Brennwert: 408 kcal/100 g.Zusatzstoffe pro kg: Zusatzstoffe pro kg: Antioxidanzien und Farbstoffe; Ernährungsphysiologische Zusatzstoffe: Vitamin A: 1293 IE, Vitamin B1: 9.9 mg, Vitamin B2: 16.9 mg, Vitamin B6: 4.4 mg, Vitamin D3: 143 IE, Vitamin E: 115 mg, Kupfer (Kupfer(II)-sulfat-Pentahydrat): 6.8 mg, Jod (Kaliumjodid): 1.7 mg, Mangan (Mangan(II)-sulfat, Monohydrat): 14.1 mg, Zink (Zinksulfat Monohydrat): 70.5 mg.FütterungsempfehlungFütterungsempfehlung: Ausgewachsenen Katzen füttern Sie bis zu 20 Stück täglich. Katzenkindern füttern Sie bis zu 6 Stück täglich. Reduzieren Sie die Vollnahrung entsprechend. Nach dem Öffnen dicht verschlossen halten und innerhalb von 4 Wochen verbrauchen. Ein Extranapf mit frischem Trinkwasser sollte immer bereitstehen.HinweiseAufbewahrungs- und Verwendungshinweis: Bitte kühl und trocken lagern.Information: Verpackung für Kinder und Tiere unzugänglich aufbewahren (Erstickungsgefahr).ArtikeldetailsMarkeDreamiesUrsprungslandDeutschlandGeschmacksrichtungHuhnTierartKatzeAltersstufe des HaustieresAdult, JuniorFutterartSnacksKontaktKontakt: 04231/943 250Zulassungsnummer: GB4370156, HU05100034Kontaktname: Mars GmbHKontaktadresse: Postfach 1280, 27281 Verden (Aller)Maximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",327447
172,"ProduktbeschreibungArtikelnummer 339397Feinster Kaffeegenuss im Handumdrehen! Die unkomplizierte Komplettlösung aus löslichem Bohnenkaffee mit Kaffeeweißer für die kleine Pause bei der Arbeit, im Urlaub oder zu Hause.
So einfach geht’s: Becherportion aufreißen und den Inhalt in einen Becher geben, mit 180 ml heißem, nicht mehr kochendem Wasser aufgießen, umrühren – Jacobs 2in1 genießen. Feinster Kaffeegenuss im Handumdrehen! Die unkomplizierte Komplettlösung aus löslichem Bohnenkaffee mit Kaffeeweißer für die kleine Pause bei der Arbeit, im Urlaub, zu Hause...So einfach geht’s: Becherportion aufreißen und den Inhalt in einen Becher geben, mit 180 ml heißem, nicht mehr kochendem Wasser aufgießen… umrühren – JACOBS 2in1 genießen.Zutaten & AllergeneZutaten: Glukosesirup, MAGERMILCHPULVER, löslicher Bohnenkaffee (9,9%), Kokosfett (ganz gehärtet), Stabilisatoren (E340, E452), MILCHEIWEISS, Emulgatoren (E471, E481), Trennmittel (E551).Allergenhinweise: MAGERMILCHPULVER, MILCHEIWEISSEnthält: Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.715 kJEnergie405 kcalFett9 gFett, davon gesättigte Fettsäuren8,8 gKohlenhydrate72 gKohlenhydrate, davon Zucker33 gBallaststoffe2,5 gEiweiß7,1 gSalz0,35 gHinweiseAufbewahrungs- und Verwendungshinweis: Trocken lagern und vor Wärme schützen.ArtikeldetailsMarke: JacobsEigenschaften: VegetarischUrsprungsland: TschechienKontaktKontaktname: JACOBS DOUWE EGBERTSKontaktadresse: Oosterdoksstraat 80, 1011 DK Amsterdam, The NetherlandsMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",339397
155,"ProduktbeschreibungArtikelnummer 351318Cremig, edler Rahmjoghurt mit eingestrudelten Früchten und ganz ohne den Zusatz von Aromen. Feinjoghurt von Mövenpick mit erlesenen Erdbeeren ist ein außergewöhnliches Geschmackserlebnis – für echten Hochgenuss schon beim ersten Löffel.Zutaten & AllergeneZutaten: RAHMJOGHURT mild, 13,6% Erdbeere, Zucker, 0,4% Erdbeersaft aus Erdbeersaftkonzentrat, färbendes Pflanzenkonzentrat: Karotte; modifizierte Stärke, Verdickungsmittel: Pektine, Guarkernmehl; Säureregulatoren: Citronensäure, Calciumcitrate.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie636 kJEnergie152 kcalFett9,6 gFett, davon gesättigte Fettsäuren6,6 gKohlenhydrate14,1 gKohlenhydrate, davon Zucker13,1 gEiweiß2,4 gSalz0,09 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei +8°C mindestens haltbar bis: siehe DeckelArtikeldetailsMarke: MövenpickUrsprungsland: DeutschlandSorte: ErdbeereKontaktKontaktname: Die Privatmolkerei BauerKontaktadresse: 83512 Wasserburg/InnMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",351318
